"Name"
"AggregatorHost"
"ai"
"AppActions"
"ApplicationFrameHost"
"audiodg"
"AutoModeDetect"
"backgroundTaskHost"
"backgroundTaskHost"
"backgroundTaskHost"
"backgroundTaskHost"
"BingWallpaper"
"Code"
"Code"
"Code"
"Code"
"Code"
"Code"
"Code"
"Code"
"Code"
"Code"
"Code"
"Code"
"Code"
"conhost"
"conhost"
"conhost"
"conhost"
"conhost"
"conhost"
"conhost"
"conhost"
"Copilot"
"CrossDeviceResume"
"csrss"
"csrss"
"ctfmon"
"DAX3API"
"DAX3API"
"dllhost"
"dwm"
"ElevocControlService"
"explorer"
"explorer"
"fdhost"
"fdlauncher"
"FileCoAuth"
"FileSyncHelper"
"FnHotkeyCapsLKNumLK"
"FnHotkeyUtility"
"fontdrvhost"
"fontdrvhost"
"FpcSessionService"
"Idle"
"IntelAudioService"
"IntelCpHDCPSvc"
"IntelGraphicsSoftware.Service"
"ipfsvc"
"ipf_helper"
"ipf_uf"
"jhi_service"
"Launchpad"
"LenovoUtilityService"
"LNBITSSvc"
"LockApp"
"LsaIso"
"lsass"
"M365Copilot"
"Memory Compression"
"Microsoft.SqlServer.IntegrationServices.MasterServiceHost"
"Microsoft.SqlServer.IntegrationServices.WorkerAgentServiceHost"
"MpDefenderCoreService"
"mpdwsvc"
"mpdwsvc"
"ms-teams"
"ms-teams"
"MsDtsSrvr"
"msedge"
"msedge"
"msedge"
"msedge"
"msedge"
"msedge"
"msedge"
"msedge"
"msedge"
"msedge"
"msedge"
"msedge"
"msedge"
"msedge"
"msedge"
"msedge"
"msedge"
"msedge"
"msedge"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msedgewebview2"
"msmdsrv"
"MsMpEng"
"NgcIso"
"NisSrv"
"OfficeClickToRun"
"OneDrive"
"OneDrive.Sync.Service"
"ONENOTEM"
"OpenConsole"
"OUTLOOK"
"powershell"
"powershell_ise"
"PresentMonService"
"pwsh"
"pwsh"
"Registry"
"RtkAudUService64"
"RtkAudUService64"
"RuntimeBroker"
"RuntimeBroker"
"RuntimeBroker"
"RuntimeBroker"
"RuntimeBroker"
"RuntimeBroker"
"RuntimeBroker"
"RuntimeBroker"
"RuntimeBroker"
"SearchHost"
"SearchIndexer"
"Secure System"
"SecurityHealthService"
"SecurityHealthSystray"
"services"
"SessionService"
"ShellExperienceHost"
"ShellHost"
"sihost"
"smss"
"spoolsv"
"SQLAGENT"
"sqlceip"
"sqlceip"
"sqlceip"
"sqlservr"
"sqlwriter"
"ssh-agent"
"sshd"
"ss_conn_service"
"ss_conn_service2"
"StartMenuExperienceHost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"svchost"
"System"
"SystemSettings"
"taskhostw"
"TextInputHost"
"UnInstDaemon"
"unsecapp"
"unsecapp"
"unsecapp"
"UserOOBEBroker"
"WhatsApp.Root"
"Widgets"
"WidgetService"
"WindowsPackageManagerServer"
"WindowsTerminal"
"wininit"
"winlogon"
"WirelessKB850NotificationService"
"wlanext"
"WmiPrvSE"
"WmiPrvSE"
"WMIRegistrationService"
"WUDFHost"
"WUDFHost"
"WUDFHost"
"WUDFHost"
"WUDFHost"
